image name (matching Raise-1k),Prompt,Midjourney aspect ratio,Midjourney image choice,Glide/SD 1.x CFG scale,SD14 scale,Glide upsample temperature,Glide choice,SD 1.3 choice,SD 1.4 choice,sd2 resolution,sdxl width,sdxl height,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guidance if vanilla scale,sdxl use refiner?,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner guidance if vanilla scale,sdxl finish denoising,dalle3 ar (not guaranteed),Firefly styles,Firefly aspect ratio,Firefly guide strength,Firefly creativity,Firefly exif mode,Firefly manual exif aperture,Firefly manual exif shutter speed,Firefly manual exif FOV,Firefly generation URL
r096982ddt,"a grassy lawn with trees and a fence and a small equestrian building on top, pastoral landscape, sky-blue and amber",134:89,1,8.734479767,3.106435948,0.996,2,2,5,512,1088,960,50,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,43,LinearMultistepSampler,VanillaCFG,,FALSE,3:4,closeup,portrait,100,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+grassy+lawn+with+trees+and+a+fence+and+a+small+equestrian+building+on+top%2C+pastoral+landscape%2C+sky-blue+and+amber&modelInputVersion=v2&aspectRatio=portrait&creativity=8&guideStrength=100&exif={""mode""%3A""auto""}&style=closeup"
r097088c1t,"a crowd of people watching a dutch carnival parade with the back of a bright yellow carriage, in the style of dutch tradition, colorful sidewalk scenes, colorful arrangements, carnivalesque, toycore, regional gothic",134:89,4,4.467243569,3.015419307,0.999,2,1,5,768,896,1152,39,DPMPP2SAncestralSampler,VanillaCFG,2.260774803,TRUE,35,EulerAncestralSampler,VanillaCFG,5.356598575,TRUE,16:9,warm_colors+backlighting,portrait,0,6,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+crowd+of+people+watching+a+dutch+carnival+parade+with+the+back+of+a+bright+yellow+carriage%2C+in+the+style+of+dutch+tradition%2C+colorful+sidewalk+scenes%2C+colorful+arrangements%2C+carnivalesque%2C+toycore%2C+regional+gothic&modelInputVersion=v2&aspectRatio=portrait&creativity=6&guideStrength=0&exif={""mode""%3A""auto""}&style=warm_colors&style=backlighting"
r097555c4t,view of the 'colonnades de Perrault' with a few people passing by,77:51,1,8.543872516,3.099047408,0.999,3,9,9,768,1152,832,38,DPMPP2MSampler,VanillaCFG,2.582621919,TRUE,34,EulerEDMSampler,VanillaCFG,4.485636958,TRUE,3:4,studio_light,portrait,50,3,manual,1.4,10,75,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=view+of+the+'colonnades+de+Perrault'+with+a+few+people+passing+by&modelInputVersion=v2&aspectRatio=portrait&creativity=3&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A75%2C""shutter_speed""%3A10}}&style=studio_light"
r09851aa4t,"four men feeding large seagulls, in the style of cityscape photographer, en plein air technique, italian landscapes, spontaneous gestures, sparkling water reflections, selective focus",77:51,3,4.139237292,5.749022182,0.999,1,2,5,768,960,1024,44,DPMPP2MSampler,VanillaCFG,3.427782458,TRUE,48,DPMPP2SAncestralSampler,VanillaCFG,4.018182812,TRUE,2:1,cool_colors+wide_angle,portrait,0,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=four+men+feeding+large+seagulls%2C+in+the+style+of+cityscape+photographer%2C+en+plein+air+technique%2C+italian+landscapes%2C+spontaneous+gestures%2C+sparkling+water+reflections%2C+selective+focus&modelInputVersion=v2&aspectRatio=portrait&creativity=7&guideStrength=0&exif={""mode""%3A""auto""}&style=cool_colors&style=wide_angle"
r0985dc6ct,"large hallway in a museum, in the style of marble sculpture, beige and aquamarine",89:134,1,7.486450956,4.096863378,0.995,3,4,4,768,1088,896,35,LinearMultistepSampler,VanillaCFG,5.491082019,TRUE,43,LinearMultistepSampler,IdentityGuider,6.340516647,TRUE,3:4,knolling,landscape,50,6,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=large+hallway+in+a+museum%2C+in+the+style+of+marble+sculpture%2C+beige+and+aquamarine&modelInputVersion=v2&aspectRatio=landscape&creativity=6&guideStrength=50&exif={""mode""%3A""auto""}&style=knolling"
r098a8a22t,"incredibly tall and ornate building, golden light, hindu art and architecture, medieval, organic stone carving",89:134,1,5.518497783,6.753209173,0.997,3,9,9,768,704,1408,42,DPMPP2MSampler,VanillaCFG,4.845309903,FALSE,,,,,,3:4,grainy_film+maximalism+harsh_light,landscape,100,8,manual,16,0.004,122,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=incredibly+tall+and+ornate+building%2C+golden+light%2C+hindu+art+and+architecture%2C+medieval%2C+organic+stone+carving&modelInputVersion=v2&aspectRatio=landscape&creativity=8&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A122%2C""shutter_speed""%3A0.004}}&style=grainy_film&style=maximalism&style=harsh_light"
r098cf7aet,"view to the mountains, transcendent, rough clusters",77:51,3,2.596517402,5.889199524,0.996,4,0,2,768,1216,832,36,LinearMultistepSampler,VanillaCFG,3.401918329,TRUE,47,HeunEDMSampler,VanillaCFG,6.5044736,FALSE,4:3,vibrant_colors+harsh_light+knolling,widescreen,100,4,manual,1.2,1,126,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=view+to+the+mountains%2C+transcendent%2C+rough+clusters&modelInputVersion=v2&aspectRatio=widescreen&creativity=4&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A126%2C""shutter_speed""%3A1}}&style=vibrant_colors&style=harsh_light&style=knolling"
r09a60f63t,"many jewelry items are presented on table, in the style of ecological art, dark beige and pink, street fashion, organic stone carvings, white and brown, rustic americana",89:134,2,4.803843602,6.112917024,0.995,3,0,2,512,1728,576,40,EulerEDMSampler,VanillaCFG,5.080813066,FALSE,,,,,,5:4,,square,50,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=many+jewelry+items+are+presented+on+table%2C+in+the+style+of+ecological+art%2C+dark+beige+and+pink%2C+street+fashion%2C+organic+stone+carvings%2C+white+and+brown%2C+rustic+americana&modelInputVersion=v2&aspectRatio=square&creativity=10&guideStrength=50&exif={""mode""%3A""auto""}"
r09a79474t,"snow covered paved sidewalk and snow covered door, in the style of afro-colombian themes,  scattered composition, uneven textures, soggy, grit and grain",51:77,2,8.289216219,8.694730465,0.998,3,2,2,512,1472,704,42,EulerEDMSampler,VanillaCFG,5.194561241,FALSE,,,,,,3:2,isometric+warm_colors+wide_angle,widescreen,0,6,manual,8,0.0006,276,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=snow+covered+paved+sidewalk+and+snow+covered+door%2C+in+the+style+of+afro-colombian+themes%2C++scattered+composition%2C+uneven+textures%2C+soggy%2C+grit+and+grain&modelInputVersion=v2&aspectRatio=widescreen&creativity=6&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A276%2C""shutter_speed""%3A0.0006}}&style=isometric&style=warm_colors&style=wide_angle"
r09a992e9t,"the buildings are in front of each other, in the style of italian landscapes, whistlerian, gerda taro, windows vista, floral motifs, mountainous vistas",77:51,3,7.863470952,4.639814961,0.998,2,1,2,768,1344,768,36,DPMPP2SAncestralSampler,VanillaCFG,5.576978103,TRUE,42,HeunEDMSampler,VanillaCFG,6.127653,TRUE,3:2,,widescreen,0,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=the+buildings+are+in+front+of+each+other%2C+in+the+style+of+italian+landscapes%2C+whistlerian%2C+gerda+taro%2C+windows+vista%2C+floral+motifs%2C+mountainous+vistas&modelInputVersion=v2&aspectRatio=widescreen&creativity=4&guideStrength=0&exif={""mode""%3A""auto""}"
r09b86185t,"many people are holding signs in the crowded street, in the style of dutch genre scenes, carnivalesque, religious subjects, made of feathers, 21st century, oversized objects",134:89,4,5.811916602,4.471743812,0.995,1,3,2,768,1728,576,36,EulerAncestralSampler,VanillaCFG,5.146408885,TRUE,35,HeunEDMSampler,IdentityGuider,7.22866534,TRUE,2:1,warm_colors,landscape,0,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=many+people+are+holding+signs+in+the+crowded+street%2C+in+the+style+of+dutch+genre+scenes%2C+carnivalesque%2C+religious+subjects%2C+made+of+feathers%2C+21st+century%2C+oversized+objects&modelInputVersion=v2&aspectRatio=landscape&creativity=7&guideStrength=0&exif={""mode""%3A""auto""}&style=warm_colors"
r09c15af7t,"grass on a country road next to trees, in the style of swiss style, emerald and amber, hikecore, primitive structures, mountainous vistas",77:51,3,3.869910953,5.847088859,0.999,2,9,9,512,1472,704,37,HeunEDMSampler,VanillaCFG,4.883513677,TRUE,40,DPMPP2MSampler,VanillaCFG,3.812232548,FALSE,4:5,bw,square,38,2,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=grass+on+a+country+road+next+to+trees%2C+in+the+style+of+swiss+style%2C+emerald+and+amber%2C+hikecore%2C+primitive+structures%2C+mountainous+vistas&modelInputVersion=v2&aspectRatio=square&creativity=2&guideStrength=38&exif={""mode""%3A""auto""}&style=bw"
r09d50960t,"mountains with bridges, in the style of romanesque, velvia, figura serpentinata, canon af35m, die brücke, italianate flair, hikecore",77:51,3,5.69072031,3.702299824,0.999,1,2,2,768,960,1088,36,EulerAncestralSampler,VanillaCFG,5.526792799,TRUE,36,EulerEDMSampler,VanillaCFG,6.598861726,TRUE,2:1,surreal_lighting+surface_detail,portrait,100,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=mountains+with+bridges%2C+in+the+style+of+romanesque%2C+velvia%2C+figura+serpentinata%2C+canon+af35m%2C++italianate+flair%2C+hikecore&modelInputVersion=v2&aspectRatio=portrait&creativity=8&guideStrength=100&exif={""mode""%3A""auto""}&style=surreal_lighting&style=surface_detail"
r09d5cb41t,yellow paint on the brick building,77:51,2,7.199739704,7.490279469,0.998,3,1,2,768,896,1088,40,DPMPP2SAncestralSampler,VanillaCFG,4.133550759,TRUE,41,DPMPP2MSampler,VanillaCFG,4.357287017,TRUE,1:1,,widescreen,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=yellow+paint+on+the+brick+building&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}"
r09d7cd4et,"a statue outside in the snow, in the style of distressed and weathered surfaces, bronze casting, ornamental details, video installation, stains/washes",51:77,3,4.497474095,3.192832414,0.999,2,2,2,512,1728,576,36,LinearMultistepSampler,IdentityGuider,,FALSE,,,,,,9:16,,landscape,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+statue+outside+in+the+snow%2C+in+the+style+of+distressed+and+weathered+surfaces%2C+bronze+casting%2C+ornamental+details%2C+video+installation%2C+stains/washes&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}"
r09dc6407t,"the statues are in a glass case, in the style of light yellow and light amber, child-like innocence, angelic photograph, light red and dark cyan, made of cardboard, filthy sculpture",134:89,2,3.304471987,8.286161785,0.996,4,0,1,768,1600,640,34,DPMPP2MSampler,VanillaCFG,7.865828981,TRUE,41,DPMPP2SAncestralSampler,IdentityGuider,4.661122705,TRUE,3:4,shot_from_above,landscape,0,3,manual,1.4,0.0006,255,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=the+statues+are+in+a+glass+case%2C+in+the+style+of+light+yellow+and+light+amber%2C+child-like+innocence%2C+angelic+photograph%2C+light+red+and+dark+cyan%2C+made+of+cardboard%2C+filthy+sculpture&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A255%2C""shutter_speed""%3A0.0006}}&style=shot_from_above"
r09efa609t,"sky is grey, in the style of roman art and architecture, panorama",77:51,4,4.688314099,8.090981538,1,3,3,0,512,896,1152,46,EulerAncestralSampler,IdentityGuider,,TRUE,34,EulerEDMSampler,VanillaCFG,,FALSE,4:5,antique_photo+shallow_depth_of_field,landscape,24,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=sky+is+grey%2C+in+the+style+of+roman+art+and+architecture%2C+panorama&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=24&exif={""mode""%3A""auto""}&style=antique_photo&style=shallow_depth_of_field"
r09f764ect,"two small stone houses with grass behind them, in the style of expansive landscape, crystalline and geological forms",77:51,1,8.056140804,6.496525033,0.996,2,0,2,512,1152,896,41,DPMPP2MSampler,VanillaCFG,5.207993555,TRUE,30,EulerEDMSampler,VanillaCFG,6.578334232,TRUE,5:4,photographed_through_window,portrait,100,2,manual,1.4,0.5,97,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=two+small+stone+houses+with+grass+behind+them%2C+in+the+style+of+expansive+landscape%2C+crystalline+and+geological+forms&modelInputVersion=v2&aspectRatio=portrait&creativity=2&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A97%2C""shutter_speed""%3A0.5}}&style=photographed_through_window"
r09ff1dcet,"a merry-go-round, in the style of florentine renaissance, snapshots of urban life, festive atmosphere, overexposure, lyon school",51:77,2,8.302556153,4.84474541,0.996,1,1,2,768,1344,704,40,EulerEDMSampler,VanillaCFG,5.134108184,TRUE,43,EulerAncestralSampler,VanillaCFG,6.145596841,FALSE,4:5,photographed_through_window,widescreen,100,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+merry-go-round%2C+in+the+style+of+florentine+renaissance%2C+snapshots+of+urban+life%2C+festive+atmosphere%2C+overexposure%2C+lyon+school&modelInputVersion=v2&aspectRatio=widescreen&creativity=8&guideStrength=100&exif={""mode""%3A""auto""}&style=photographed_through_window"
r0a0852c6t,"town scene photo, in the style of vietnamese landscapes, earthworks, silver and green, panorama, cinquecento",77:51,1,7.518038171,4.654356564,0.997,4,3,0,768,1024,960,41,HeunEDMSampler,VanillaCFG,6.709253901,TRUE,36,EulerAncestralSampler,VanillaCFG,3.265014912,FALSE,5:4,dramatic_light,landscape,100,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=town+scene+photo%2C+in+the+style+of+vietnamese+landscapes%2C+earthworks%2C+silver+and+green%2C+panorama%2C+cinquecento&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=100&exif={""mode""%3A""auto""}&style=dramatic_light"
r0a10fe29t,"a golden ceiling with paintings on it, in the style of native american sculptures, mythological figures",77:51,2,6.569379611,3.903614815,0.997,2,3,2,768,1280,768,37,EulerAncestralSampler,VanillaCFG,4.244073218,FALSE,,,,,,16:9,low_lighting+knolling,widescreen,50,5,manual,8,0.016,54,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+golden+ceiling+with+paintings+on+it%2C+in+the+style+of+native+american+sculptures%2C+mythological+figures&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A54%2C""shutter_speed""%3A0.016}}&style=low_lighting&style=knolling"
r0a18e454t,"hillside in the snow, in the style of white and beige, shot on 70mm, matte photo",77:51,1,4.998722298,3.279737608,0.998,3,2,2,768,896,1088,45,LinearMultistepSampler,IdentityGuider,,TRUE,37,LinearMultistepSampler,VanillaCFG,,TRUE,3:2,grainy_film+knolling,square,50,3,manual,2,0.0006,39,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=hillside+in+the+snow%2C+in+the+style+of+white+and+beige%2C+shot+on+70mm%2C+matte+photo&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A39%2C""shutter_speed""%3A0.0006}}&style=grainy_film&style=knolling"
r0a19cb85t,"there is a rider statue above the street, in the style of french cityscape, light gray and green, grandiose environment, imposing monumentality",77:51,1,6.559343982,8.486978124,0.998,3,1,3,768,1600,640,47,EulerEDMSampler,VanillaCFG,1.563706438,TRUE,47,HeunEDMSampler,IdentityGuider,7.021027208,FALSE,4:3,simple+bw+shot_from_above,landscape,50,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+rider+statue+above+the+street%2C+in+the+style+of+french+cityscape%2C+light+gray+and+green%2C+grandiose+environment%2C+imposing+monumentality&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=50&exif={""mode""%3A""auto""}&style=simple&style=bw&style=shot_from_above"
r0a2e85f0t,"statues aligned on several rows on a wooden wall are on display, in the style of chinese sculptures, grandiose architecture, intricate woodwork, spot metering, iso 200",77:51,1,7.864826328,8.734160846,0.997,2,1,4,768,1728,576,37,DPMPP2MSampler,VanillaCFG,5.138289683,FALSE,,,,,,2:3,warm_colors+landscape_photography,widescreen,100,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=statues+aligned+on+several+rows+on+a+wooden+wall+are+on+display%2C+in+the+style+of+chinese+sculptures%2C+grandiose+architecture%2C+intricate+woodwork%2C+spot+metering%2C+iso+200&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=100&exif={""mode""%3A""auto""}&style=warm_colors&style=landscape_photography"
r0a2ff882t,"a bicycle leaning against an old brick wall, in the style of nostalgic rural life depictions, dutch tradition, sumatraism, working-class empathy, travel, barbizon school, leather/hide",77:51,1,8.181850037,3.479122661,0.997,2,4,5,768,704,1408,38,EulerAncestralSampler,IdentityGuider,,TRUE,32,EulerAncestralSampler,IdentityGuider,,TRUE,5:4,monochromatic,landscape,100,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+bicycle+leaning+against+an+old+brick+wall%2C+in+the+style+of+nostalgic+rural+life+depictions%2C+dutch+tradition%2C+sumatraism%2C+working-class+empathy%2C+travel%2C+barbizon+school%2C+leather/hide&modelInputVersion=v2&aspectRatio=landscape&creativity=4&guideStrength=100&exif={""mode""%3A""auto""}&style=monochromatic"
r0a31a2cct,"statue at the front of the arch, in the style of roman art and architecture, light brown and aquamarine, mimicking ruined materials, dark purple and orange, urban signage, historical significance, masonry construction",89:134,3,7.408517913,8.561480753,0.996,3,1,0,768,1024,1024,32,LinearMultistepSampler,VanillaCFG,4.398420625,TRUE,50,LinearMultistepSampler,IdentityGuider,9.103623182,FALSE,1:2,muted+surface_detail,widescreen,50,5,manual,1.2,0.5,78,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=statue+at+the+front+of+the+arch%2C+in+the+style+of+roman+art+and+architecture%2C+light+brown+and+aquamarine%2C+mimicking+ruined+materials%2C+dark+purple+and+orange%2C+urban+signage%2C+historical+significance%2C+masonry+construction&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A78%2C""shutter_speed""%3A0.5}}&style=muted&style=surface_detail"
